#,,,,,
pl_name,ra,dec,sy_dist,sy_disterr1,sy_disterr2
KMT-2016-BLG-1836L b,268.250333,-30.04075,7200,800,2200
KMT-2016-BLG-1836L b,268.250333,-30.04075,7100,800,-2400
KMT-2016-BLG-1836L b,268.250333,-30.04075,6500,1200,-2800
KMT-2016-BLG-1836L b,268.250333,-30.04075,7100,800,2600
KMT-2016-BLG-1836L b,268.250333,-30.04075,6300,1300,2700
KMT-2016-BLG-1836L b,268.250333,-30.04075,7100,700,-1800
KMT-2016-BLG-2142L b,268.112,-29.3845615,7010,1010,-1160
KMT-2016-BLG-2364L b,265.715667,-27.4355611,6440,1130,-1600
KMT-2016-BLG-2397L b,266.212542,-23.2013806,5090,1500,-2140
KMT-2016-BLG-2397L b,266.212542,-23.2013806,4880,1650,-2180
KMT-2016-BLG-2605L b,269.8230833,-26.982,6421,878,-991
KMT-2017-BLG-0165L b,269.6496667,-28.1336694,4530,1040,-980
KMT-2017-BLG-0428L b,271.38525,-28.4902806,5400,1820,-2600
KMT-2017-BLG-0673L b,264.7570417,-33.8080278,5080,1220,-1590
KMT-2017-BLG-1003L b,265.4115,-24.3739389,7030,610,-740
KMT-2017-BLG-1003L b,265.4115,-24.3739389,7160,610,-650
KMT-2017-BLG-1003L b,265.4115,-24.3739389,7090,610,-700
KMT-2017-BLG-1038L b,266.170917,-25.1430306,6000,1300,-1700
KMT-2017-BLG-1038L b,266.170917,-25.1430306,6100,1200,-1600
KMT-2017-BLG-1146L b,269.105833,-33.1424694,6600,1400,-1900
KMT-2017-BLG-1146L b,269.105833,-33.1424694,6500,1400,-2000
KMT-2017-BLG-1194L b,274.322125,-25.3239389,4240,2160,-1710
KMT-2017-BLG-2509L b,265.589875,-26.31715,7040,890,-1270
KMT-2018-BLG-0029L b,264.469458,-27.9847,3760,180,-240
KMT-2018-BLG-0029L b,264.469458,-27.9847,3380,220,-260
KMT-2018-BLG-0030L b,264.5166667,-28.041625,6480,1280,-1960
KMT-2018-BLG-0087L b,264.327,-27.8320611,7020,1030,-1150
KMT-2018-BLG-0087L b,264.327,-27.8320611,6900,1040,-1160
KMT-2018-BLG-0247L b,264.5600417,-27.1504111,6760,990,-1240
KMT-2018-BLG-0247L b,264.5600417,-27.1504111,6840,990,-1240
KMT-2018-BLG-0247L b,264.5600417,-27.1504111,6470,990,-1330
KMT-2018-BLG-0748L b,267.8745,-30.6463889,7300,1100,-1100
KMT-2018-BLG-0885L b,268.9663333,-28.5133611,6890,1060,-1240
KMT-2018-BLG-1025L b,269.8664167,-27.8780611,7450,904,-916
KMT-2018-BLG-1025L b,269.8664167,-27.8780611,7470,908,-920
KMT-2018-BLG-1025L b,269.8664167,-27.8780611,6705,994,-1166
KMT-2018-BLG-1292L b,263.427583,-33.5206694,3840,560,-660
KMT-2018-BLG-1292L b,263.427583,-33.5206694,3460,510,-430
KMT-2018-BLG-1743L b,274.283375,-26.3596389,6039,930,-1272
KMT-2018-BLG-1743L b,274.283375,-26.3596389,6483,936,-1026
KMT-2018-BLG-1976L b,266.3546667,-35.7003306,5840,2060,-2360
KMT-2018-BLG-1988L b,265.2825417,-35.5947,4150,1790,-1420
KMT-2018-BLG-1988L b,265.2825417,-35.5947,4170,1810,-1430
KMT-2018-BLG-1990L b,268.435375,-22.1525389,742,201,-138
KMT-2018-BLG-1990L b,268.435375,-22.1525389,1229,1063,-427
KMT-2018-BLG-1990L b,268.435375,-22.1525389,950,411,-238
KMT-2018-BLG-1990L b,268.435375,-22.1525389,937,457,-243
KMT-2018-BLG-1990L b,268.435375,-22.1525389,1735,889,-651
KMT-2018-BLG-1990L b,268.435375,-22.1525389,1296,1061,-452
KMT-2018-BLG-1990L b,268.435375,-22.1525389,789,316,-169
KMT-2018-BLG-1990L b,268.435375,-22.1525389,674,139,-115
KMT-2018-BLG-1990L b,268.435375,-22.1525389,1277,1629,-422
KMT-2018-BLG-1990L b,268.435375,-22.1525389,873,249,-165
KMT-2018-BLG-1990L b,268.435375,-22.1525389,967,308,-212
KMT-2018-BLG-1996L b,268.6785,-22.8204111,5910,1540,-2240
KMT-2018-BLG-2602L b,267.3970417,-21.9762,4310,1970,-1840
KMT-2019-BLG-0253L b,267.8825833,-29.5654722,4900,1900,-1600
KMT-2019-BLG-0297L b,270.0632917,-28.9652806,3090,760,-680
KMT-2019-BLG-0298L b,264.878,-27.6381389,6921,1032,-1344
KMT-2019-BLG-0298L b,264.878,-27.6381389,6555,1218,-1854
KMT-2019-BLG-0298L b,264.878,-27.6381389,6710,1390,-1390
KMT-2019-BLG-0335L b,262.840125,-29.5906889,7710,990,-1220
KMT-2019-BLG-0371L b,268.3839167,-31.5550222,7010,1050,-1210
KMT-2019-BLG-0371L b,268.3839167,-31.5550222,7040,1050,-1200
KMT-2019-BLG-0414L b,268.8529167,-21.8955389,4410,1790,-1930
KMT-2019-BLG-0842L b,268.458458,-29.8774389,3320,1220,-1390
KMT-2019-BLG-0953L b,269.3385833,-28.6746389,7200,700,-1400
KMT-2019-BLG-1042L b,270.5440417,-27.5806694,6600,800,-1700
KMT-2019-BLG-1216L b,268.480625,-35.1366389,2931,1140,-864
KMT-2019-BLG-1216L b,268.480625,-35.1366389,2649,1272,-846
KMT-2019-BLG-1216L b,268.480625,-35.1366389,2740,1020,-1020
KMT-2019-BLG-1216L b,268.480625,-35.1366389,2895,1134,-852
KMT-2019-BLG-1216L b,268.480625,-35.1366389,2607,1230,-810
KMT-2019-BLG-1216L b,268.480625,-35.1366389,3441,1782,-1272
KMT-2019-BLG-1216L b,268.480625,-35.1366389,3573,1836,-1338
KMT-2019-BLG-1339L b,265.743417,-25.5739167,7150,1060,-1250
KMT-2019-BLG-1339L b,265.743417,-25.5739167,7210,1040,-1220
KMT-2019-BLG-1339L b,265.743417,-25.5739167,6000,1260,-1640
KMT-2019-BLG-1339L b,265.743417,-25.5739167,6120,1260,-1600
KMT-2019-BLG-1367L b,272.4713333,-29.7622111,4670,2450,-2100
KMT-2019-BLG-1367L b,272.4713333,-29.7622111,4680,2440,-2100
KMT-2019-BLG-1552L b,269.5957917,-27.5669389,4600,1700,-1400
KMT-2019-BLG-1715L b,270.3717083,-28.7771389,3770,980,-1130
KMT-2019-BLG-1715L b,270.3717083,-28.7771389,3860,1000,-1120
KMT-2019-BLG-1806L b,270.5375417,-29.4148889,6640,720,-2010
KMT-2019-BLG-1806L b,270.5375417,-29.4148889,6680,720,-1970
KMT-2019-BLG-1806L b,270.5375417,-29.4148889,6620,740,-2090
KMT-2019-BLG-1806L b,270.5375417,-29.4148889,6630,730,-2010
KMT-2019-BLG-1806L b,270.5375417,-29.4148889,6620,720,-1930
KMT-2019-BLG-1953L b,269.11625,-28.2011111,7040,1100,-1330
KMT-2019-BLG-2783L b,269.2919167,-33.7885194,5910,1670,-1670
KMT-2019-BLG-2974L b,267.8520833,-29.4231611,6100,1500,-2100
KMT-2020-BLG-0414L b,271.915,-28.4852222,690,130,-110
KMT-2020-BLG-0414L b,271.915,-28.4852222,1220,320,-230
KMT-2020-BLG-0414L b,271.915,-28.4852222,800,120,-100
KMT-2020-BLG-0414L b,271.915,-28.4852222,1120,270,-200
KMT-2020-BLG-0414L c,271.915,-28.4852222,1120,270,-200
KMT-2020-BLG-0414L c,271.915,-28.4852222,800,120,-100
KMT-2020-BLG-0414L c,271.915,-28.4852222,1220,320,-230
KMT-2020-BLG-0414L c,271.915,-28.4852222,690,130,-110
KMT-2021-BLG-0119L b,274.0005417,-29.7438889,3130,1300,-910
KMT-2021-BLG-0119L b,274.0005417,-29.7438889,3050,1290,-910
KMT-2021-BLG-0119L b,274.0005417,-29.7438889,3510,1720,-1130
KMT-2021-BLG-0119L b,274.0005417,-29.7438889,3690,1750,-1200
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4600,1500,-1000
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4400,1600,-1200
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4900,1500,-1100
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4800,1400,-1000
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4900,1600,-1100
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4700,1400,-1000
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4600,1700,-1100
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4800,1500,-1000
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4600,1600,-1100
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4700,1700,-1100
KMT-2021-BLG-0171L b,269.2416667,-30.0930556,4500,1800,-1300
KMT-2021-BLG-0192L b,268.1049583,-30.0086889,5140,1010,-1000
KMT-2021-BLG-0192L b,268.1049583,-30.0086889,5230,990,-1000
KMT-2021-BLG-0192L b,268.1049583,-30.0086889,5120,1000,-990
KMT-2021-BLG-0192L b,268.1049583,-30.0086889,5260,1010,-1010
KMT-2021-BLG-0192L b,268.1049583,-30.0086889,6620,910,-1430
KMT-2021-BLG-0192L b,268.1049583,-30.0086889,6660,910,-1410
KMT-2021-BLG-0240L b,267.5772917,-30.0049694,6600,1000,-1700
KMT-2021-BLG-0240L b,267.5772917,-30.0049694,7000,1000,-1500
KMT-2021-BLG-0320L b,269.388125,-30.5039389,6950,1007,-1330
KMT-2021-BLG-0322L b,270.9116667,-29.6043889,6600,900,-1100
KMT-2021-BLG-0712L b,269.2856667,-31.1844694,3090,940,-750
KMT-2021-BLG-0712L b,269.2856667,-31.1844694,3200,910,-680
KMT-2021-BLG-0712L b,269.2856667,-31.1844694,2080,650,-420
KMT-2021-BLG-0748L b,272.4213333,-25.7465806,6100,910,-1320
KMT-2021-BLG-0748L b,272.4213333,-25.7465806,6090,920,-1310
KMT-2021-BLG-0748L b,272.4213333,-25.7465806,6090,910,-1310
KMT-2021-BLG-0909L b,265.6202083,-27.6391389,6480,1000,-1380
KMT-2021-BLG-0912L b,269.8211667,-31.9976389,6710,960,-1250
KMT-2021-BLG-0912L b,269.8211667,-31.9976389,5560,1430,-1430
KMT-2021-BLG-1077L b,266.489125,-33.8428111,8240,1020,-1160
KMT-2021-BLG-1077L c,266.489125,-33.8428111,8240,1020,-1160
KMT-2021-BLG-1105L b,265.73225,-25.5089111,4620,1650,-1650
KMT-2021-BLG-1105L b,265.73225,-25.5089111,4480,1660,-1660
KMT-2021-BLG-1105L b,265.73225,-25.5089111,4550,1670,-1670
KMT-2021-BLG-1105L b,265.73225,-25.5089111,4540,1670,-1670
KMT-2021-BLG-1105L b,265.73225,-25.5089111,4140,1380,-1380
KMT-2021-BLG-1105L b,265.73225,-25.5089111,4550,1640,-1640
KMT-2021-BLG-1105L b,265.73225,-25.5089111,4150,1380,-1380
KMT-2021-BLG-1150L b,268.790125,-31.3133306,3800,1300,-1200
KMT-2021-BLG-1253L b,267.6172083,-29.2792806,6330,1060,-1350
KMT-2021-BLG-1253L b,267.6172083,-29.2792806,6780,1000,-1249
KMT-2021-BLG-1253L b,267.6172083,-29.2792806,6780,990,-1230
KMT-2021-BLG-1253L b,267.6172083,-29.2792806,6640,1030,-1300
KMT-2021-BLG-1253L b,267.6172083,-29.2792806,6320,1060,-1360
KMT-2021-BLG-1303L b,271.863875,-29.2815806,6280,950,-1430
KMT-2021-BLG-1372L b,264.4885417,-28.1483889,5970,1490,-2410
KMT-2021-BLG-1391L b,270.6835833,-28.0605,5720,1100,-1670
KMT-2021-BLG-1391L b,270.6835833,-28.0605,6720,940,-1150
KMT-2021-BLG-1391L b,270.6835833,-28.0605,5550,1080,-1650
KMT-2021-BLG-1391L b,270.6835833,-28.0605,5760,1030,-1630
KMT-2021-BLG-1547L b,272.3995833,-29.0839389,5070,980,-1500
KMT-2021-BLG-1554L b,267.8034167,-31.8643611,7680,1040,-1100
KMT-2021-BLG-1689L b,269.5791667,-30.1452778,5000,1500,-1600
KMT-2021-BLG-1689L b,269.5791667,-30.1452778,7200,700,-1200
KMT-2021-BLG-1689L b,269.5791667,-30.1452778,7200,700,-1300
KMT-2021-BLG-1770L b,270.4399583,-27.4186694,6920,970,-1010
KMT-2021-BLG-1898L b,265.691875,-27.3758389,6900,900,-1300
KMT-2021-BLG-2010L b,268.0085,-32.26975,7090,1180,-1530
KMT-2021-BLG-2294L b,270.0624167,-28.6124389,6800,970,-1080
KMT-2021-BLG-2294L b,270.0624167,-28.6124389,6860,970,-1060
KMT-2021-BLG-2294L b,270.0624167,-28.6124389,6860,980,-1060
KMT-2021-BLG-2478L b,269.3092083,-29.1019694,2970,720,-720
KMT-2021-BLG-2478L b,269.3092083,-29.1019694,2860,680,-680
KMT-2021-BLG-2478L b,269.3092083,-29.1019694,3060,710,-710
KMT-2022-BLG-0371L b,265.3619167,-34.6986694,7140,1070,-1340
KMT-2022-BLG-0440L b,269.5835833,-32.2953056,3500,1600,-1500
KMT-2022-BLG-0440L b,269.5835833,-32.2953056,3500,1600,-1600
KMT-2022-BLG-1013L b,264.70925,-28.3556694,7710,1010,-1090
KMT-2023-BLG-0416L b,266.3240417,-25.0794889,5900,1070,-1500
KMT-2023-BLG-0416L b,266.3240417,-25.0794889,6330,950,-1350
KMT-2023-BLG-0416L b,266.3240417,-25.0794889,6080,1010,-1390
KMT-2023-BLG-0416L b,266.3240417,-25.0794889,5960,1040,-1490
KMT-2023-BLG-0469L b,269.4067917,-28.7150611,7070,1030,-1190
KMT-2023-BLG-0735L b,267.5759583,-29.2029194,6390,1210,-1600
KMT-2023-BLG-1431L b,271.1835417,-29.7439194,6800,800,-1800
KMT-2023-BLG-1431L b,271.1835417,-29.7439194,6900,800,-1600
KMT-2023-BLG-1454L b,267.6200833,-29.62275,7220,1060,-1100
KMT-2023-BLG-1642L b,261.366,-29.0584694,6980,1090,-1340
KMT-2023-BLG-1642L b,261.366,-29.0584694,7440,1090,-1150
KOI-12 b,297.4537402,41.0110188,399.398,4.396,-4.303
KOI-13 b,286.9713876,46.8682463,519.096,30.703,-27.506
KOI-142 b,291.1481028,40.669413,376.863,2.01,-1.991
KOI-142 c,291.1481028,40.669413,376.863,2.01,-1.991
KOI-1599.01,298.3738383,40.6184483,1131.64,28.17,-26.86
KOI-1599.02,298.3738383,40.6184483,1131.64,28.17,-26.86
KOI-1783.01,289.3414629,46.988155,865.73,13.734,-13.32
KOI-1783.02,289.3414629,46.988155,865.73,13.734,-13.32
KOI-1831 d,286.4714473,49.6490933,501.574,3.681,-3.629
KOI-1833 d,285.6025889,50.1120401,290.324,1.448,-1.435
KOI-217 b,294.8654667,46.2858128,914.699,17.1675,-17.1675
KOI-3503 b,293.1507654,41.7291532,887.064,12.37,-12.37
KOI-3503 c,293.1507654,41.7291532,887.064,12.37,-12.37
KOI-351 b,284.4334642,49.3051239,848.254,10.8185,-10.8185
KOI-351 c,284.4334642,49.3051239,848.254,10.8185,-10.8185
KOI-351 d,284.4334642,49.3051239,848.254,10.8185,-10.8185
KOI-351 e,284.4334642,49.3051239,848.254,10.8185,-10.8185
KOI-351 f,284.4334642,49.3051239,848.254,10.8185,-10.8185
KOI-351 g,284.4334642,49.3051239,848.254,10.8185,-10.8185
KOI-351 h,284.4334642,49.3051239,848.254,10.8185,-10.8185
KOI-3680 b,293.2815266,45.3096572,921.986,23.3845,-23.3845
KOI-4777.01,287.2621474,42.0322257,172.245,1.243,-1.226
KOI-55 b,296.3561853,41.0927315,1231.02,48.015,-48.015
KOI-55 c,296.3561853,41.0927315,1231.02,48.015,-48.015
KOI-7368 b,293.9476365,48.0652589,264.995,1.626,-1.607
KOI-7913 b,286.7485252,45.1587234,271.277,1.248,-1.237
KOI-94 b,297.3330716,41.8911186,477.052,5,-4.899
KOI-94 c,297.3330716,41.8911186,477.052,5,-4.899
KOI-94 d,297.3330716,41.8911186,477.052,5,-4.899
KOI-94 e,297.3330716,41.8911186,477.052,5,-4.899
KPS-1 b,165.167198,64.9638452,262.706,2.62,-2.57
Kapteyn c,77.9586613,-45.0430198,3.93305,0.00041,-0.00041
Kepler-10 b,285.679298,50.2414842,185.506,0.811,-0.805
Kepler-10 c,285.679298,50.2414842,185.506,0.811,-0.805
Kepler-10 d,285.679298,50.2414842,185.506,0.811,-0.805
Kepler-100 b,291.3861294,41.9901394,304.645,1.763,-1.744
Kepler-100 c,291.3861294,41.9901394,304.645,1.763,-1.744
Kepler-100 d,291.3861294,41.9901394,304.645,1.763,-1.744
Kepler-100 e,291.3861294,41.9901394,304.645,1.763,-1.744
Kepler-1000 b,286.6854729,47.0981948,1115.62,16.95,-16.45
Kepler-1001 b,286.2739151,48.6186972,928.978,23.995,-22.837
Kepler-1001 c,286.2739151,48.6186972,928.978,23.995,-22.837
Kepler-1003 b,292.0204349,44.8762427,941.902,15.703,-15.206
Kepler-1004 b,297.3593427,49.7975464,1152.68,35.67,-35.67
Kepler-1005 b,286.2858998,43.3205085,567.806,4.422,-4.356
Kepler-1008 b,296.5476395,44.9418307,282.565,1.284,-1.272
Kepler-1009 b,282.8598614,42.6658336,355.019,8.353,-7.985
Kepler-101 b,283.255507,48.3552474,927.981,14.7985,-14.7985
Kepler-101 c,283.255507,48.3552474,927.981,14.7985,-14.7985
Kepler-1010 b,289.1926026,44.1493165,579.273,7.259,-7.084
Kepler-1011 b,297.4015491,46.8239976,736.779,13.062,-12.623
Kepler-1012 b,289.2962253,46.4579889,411.077,2.349,-2.322
Kepler-1013 b,290.2481023,44.4352935,422.246,3.157,-3.112
Kepler-1014 b,285.1219875,44.1105331,624.8,6.638,-6.503
Kepler-1015 b,292.7573088,43.4268439,739.357,14.788,-14.228
Kepler-1016 b,294.613689,45.9846265,1402.82,59.175,-59.175
Kepler-1016 c,294.613689,45.9846265,1402.82,59.175,-59.175
Kepler-1017 b,283.469299,40.1325185,552.058,4.557,-4.484
Kepler-1018 b,283.5967317,45.4078654,1010.01,25.18,-24.005
Kepler-1019 b,283.7175909,47.2043818,194.182,0.51,-0.507
Kepler-102 b,281.4824731,47.2078263,107.796,0.22,-0.219
Kepler-102 c,281.4824731,47.2078263,107.796,0.22,-0.219
Kepler-102 d,281.4824731,47.2078263,107.796,0.22,-0.219
Kepler-102 e,281.4824731,47.2078263,107.796,0.22,-0.219
Kepler-102 f,281.4824731,47.2078263,107.796,0.22,-0.219
Kepler-1020 b,292.672471,46.3772776,415.358,4.106,-4.106
Kepler-1021 b,295.2048999,42.5596699,810.082,19.673,-18.777
Kepler-1022 b,289.3520595,46.9736345,420.042,5.664,-5.519
Kepler-1023 b,289.0297232,49.7697034,694.175,12.345,-11.928
Kepler-1024 b,291.9510277,38.2516419,1087.4,50.46,-50.46
Kepler-1025 b,284.510214,43.9615628,803.776,25.075,-25.075
Kepler-1026 b,283.6053012,39.9979286,351.239,2.596,-2.56
Kepler-1027 b,287.5711746,42.8138159,405.104,4.976,-4.859
Kepler-1028 b,289.5931004,49.7812447,607.916,6.467,-6.335
Kepler-1029 b,292.1328738,41.5474786,366.656,2.5695,-2.5695
Kepler-103 b,288.9845512,40.0644857,494.832,5.894,-5.758
Kepler-103 c,288.9845512,40.0644857,494.832,5.894,-5.758
Kepler-1030 b,293.6819098,45.8175241,758.702,16.866,-16.866
Kepler-1032 b,289.9308779,40.0977109,673.01,37.599,-33.879
Kepler-1033 b,283.8450963,44.6090251,1455.5,88.58,-79.14
Kepler-1034 b,286.1154093,37.9669464,654.549,9.472,-9.21
Kepler-1035 b,289.042243,42.8824991,562.116,20.407,-19.048
Kepler-1036 b,295.1817093,49.9458172,489.435,3.8115,-3.8115
Kepler-1037 b,296.3410342,47.1709335,446.914,3.126,-3.126
Kepler-1038 b,298.9721472,44.1323499,584.136,9.939,-9.618
Kepler-1038 c,298.9721472,44.1323499,584.136,9.939,-9.618
Kepler-1039 b,298.3266169,45.3154212,306.91,1.945,-1.921
Kepler-104 b,287.6046621,42.1665104,400.785,4.483,-4.386
Kepler-104 c,287.6046621,42.1665104,400.785,4.483,-4.386
Kepler-104 d,287.6046621,42.1665104,400.785,4.483,-4.386
Kepler-1040 b,283.1137663,48.1312774,482.119,3.267,-3.223
Kepler-1041 b,293.8817361,49.6831419,1485.82,38.14,-36.31
Kepler-1043 b,281.6629579,47.5685927,903.332,15.483,-14.978
Kepler-1044 b,293.1444017,46.6662155,1278.96,41.32,-41.32
Kepler-1045 b,284.1832668,45.0740897,942.485,23.959,-22.818
Kepler-1047 b,288.6462564,50.7889645,817.647,9.964,-9.731
Kepler-1047 c,288.6462564,50.7889645,817.647,9.964,-9.731
Kepler-1048 b,281.8983042,42.1657112,556.006,5.9145,-5.9145
Kepler-1049 b,287.3469567,47.7729078,162.006,0.423,-0.423
Kepler-105 b,287.8872376,46.2761224,459.223,5.517,-5.391
Kepler-105 c,287.8872376,46.2761224,459.223,5.517,-5.391
Kepler-1050 b,282.9249847,48.6264015,490.488,3.509,-3.461
Kepler-1050 c,282.9249847,48.6264015,490.488,3.509,-3.461
Kepler-1051 b,295.1581062,40.8988186,829.343,10.36,-10.112
Kepler-1052 b,295.34273,46.6022134,943.444,17.198,-17.198
Kepler-1052 c,295.34273,46.6022134,943.444,17.198,-17.198
Kepler-1053 b,291.4186349,39.1273664,151.129,0.389,-0.387
Kepler-1054 b,290.6011085,44.5563604,1090.51,22.95,-22.04
Kepler-1055 b,290.4867838,44.932541,389.397,2.463,-2.433
Kepler-1056 b,299.5259832,46.8992561,982.51,19.3375,-19.3375
Kepler-1057 b,297.4521311,41.5580816,1201.82,46.38,-43.11
Kepler-1059 b,289.2202147,41.7064385,713.167,16.252,-15.555
Kepler-106 b,300.864006,44.3375497,444.322,6.101,-5.941
Kepler-106 c,300.864006,44.3375497,444.322,6.101,-5.941
Kepler-106 d,300.864006,44.3375497,444.322,6.101,-5.941
Kepler-106 e,300.864006,44.3375497,444.322,6.101,-5.941
Kepler-1060 b,286.0252285,39.6309204,946.565,20.827,-19.963
Kepler-1061 b,296.2300306,50.2752091,543.375,4.391,-4.323
Kepler-1062 b,283.8994187,41.221594,397.455,3.632,-3.569
Kepler-1065 b,294.511319,38.7904648,1122.48,46.56,-43.05
Kepler-1065 c,294.511319,38.7904648,1122.48,46.56,-43.05
Kepler-1066 b,298.866621,46.5022325,344.251,2.536,-2.499
Kepler-1067 b,285.3873706,45.0490265,667.693,8.325,-8.126
Kepler-1067 c,285.3873706,45.0490265,667.693,8.325,-8.126
Kepler-1068 b,294.6481708,46.3923173,1473.61,74.39,-67.69
Kepler-1069 b,290.9792378,47.9889097,695.967,6.434,-6.319
Kepler-107 b,297.028162,48.2086019,525.997,5.697,-5.577
Kepler-107 c,297.028162,48.2086019,525.997,5.697,-5.577
Kepler-107 d,297.028162,48.2086019,525.997,5.697,-5.577
Kepler-107 e,297.028162,48.2086019,525.997,5.697,-5.577
Kepler-1070 b,293.1953923,49.316541,939.001,11.6915,-11.6915
Kepler-1071 b,293.0579794,45.2487472,1042.27,46.837,-46.837
Kepler-1072 b,292.0443891,46.3289723,982.716,14.8705,-14.8705
Kepler-1073 b,294.1527259,38.2330886,809.897,13.14,-12.733
Kepler-1073 c,294.1527259,38.2330886,809.897,13.14,-12.733
Kepler-1073 d,294.1527259,38.2330886,809.897,13.14,-12.733
Kepler-1074 b,284.4766869,46.2526781,250.817,1.474,-1.474
Kepler-1075 b,287.5011404,47.4691157,291.275,4.987,-4.824
Kepler-1077 b,291.0336333,42.2678448,1101.42,28.41,-28.41
Kepler-1078 b,293.2005664,43.0500379,2481.71,246.155,-246.155
Kepler-1080 b,296.4644914,49.1828952,1382.82,26.61,-26.61
Kepler-1081 b,289.444752,41.3179652,420.215,2.776,-2.776
Kepler-1082 b,289.3586737,50.5984489,739.557,7.8,-7.641
Kepler-1083 b,283.1618831,45.198336,902.633,24.999,-23.709
Kepler-1084 b,290.1019809,48.251146,405.533,5.621,-5.472
Kepler-1085 b,287.4776359,46.1411685,1364.53,45.24,-42.47
Kepler-1085 c,287.4776359,46.1411685,1364.53,45.24,-42.47
Kepler-1086 b,295.251187,45.8429537,466.084,7.178,-7.178
Kepler-1086 c,295.251187,45.8429537,466.084,7.178,-7.178
Kepler-1087 b,294.9789253,46.0056741,362.623,3.508,-3.443
Kepler-1088 b,281.5614578,42.4504087,280.629,1.575,-1.558
Kepler-1089 b,291.0926509,49.1901729,259.328,2.538,-2.49
Kepler-109 b,290.3926795,40.2849074,474.861,5.349,-5.233
Kepler-109 c,290.3926795,40.2849074,474.861,5.349,-5.233
Kepler-1090 b,295.6629002,44.5258237,858.77,28.36,-26.632
Kepler-1090 c,295.6629002,44.5258237,858.77,28.36,-26.632
Kepler-1091 b,299.7854426,43.6707235,914.299,19.236,-18.471
Kepler-1092 b,297.7232008,47.1126833,981.233,17.7585,-17.7585
Kepler-1093 b,284.9780251,41.4202077,1072.88,21.085,-21.085
Kepler-1093 c,284.9780251,41.4202077,1072.88,21.085,-21.085
Kepler-1094 b,292.3012109,38.2669983,1291.01,55.4,-55.4
Kepler-1095 b,293.2624215,41.3650155,792.522,11.7885,-11.7885
Kepler-1096 b,294.7094688,45.9695533,377.976,4.1455,-4.1455
Kepler-1097 b,281.5941261,42.5963949,719.802,12.838,-12.404
Kepler-1098 b,295.502673,43.2326992,1049.19,22.36,-21.46
Kepler-1099 b,288.7499866,48.2771163,1022.8,26.54,-25.25
Kepler-11 b,297.1150949,41.9091092,646.346,6.375,-6.375
Kepler-11 c,297.1150949,41.9091092,646.346,6.375,-6.375
Kepler-11 d,297.1150949,41.9091092,646.346,6.375,-6.375
Kepler-11 e,297.1150949,41.9091092,646.346,6.375,-6.375
Kepler-11 f,297.1150949,41.9091092,646.346,6.375,-6.375
Kepler-11 g,297.1150949,41.9091092,646.346,6.375,-6.375
Kepler-110 b,292.9291693,48.6028303,586.531,8.215,-7.995
Kepler-110 c,292.9291693,48.6028303,586.531,8.215,-7.995
Kepler-1100 b,291.8713535,44.0873907,693.618,8.0345,-8.0345
Kepler-1101 b,294.5693544,45.6711623,742.473,13.484,-13.484
Kepler-1102 b,281.3225917,48.0664955,1246.05,30.82,-29.4
Kepler-1103 b,287.3821348,49.4524247,1331.92,24.44,-23.58
Kepler-1104 b,294.4685197,49.3309789,530.658,12.837,-12.255
Kepler-1105 b,281.1117588,42.4549698,318.004,2.517,-2.479
Kepler-1106 b,291.1451576,44.0624715,1090.7,23.91,-22.92
Kepler-1107 b,291.049934,39.141674,428.798,4.232,-4.232
Kepler-1108 b,296.0422962,45.98514,767.701,14.012,-13.527
Kepler-1109 b,291.6462654,39.3966122,685.087,10.1045,-10.1045
Kepler-111 b,291.653163,44.6882613,657.223,6.014,-5.908
Kepler-111 c,291.653163,44.6882613,657.223,6.014,-5.908
Kepler-1110 b,291.8080645,38.6226615,726.828,17.049,-17.049
Kepler-1111 b,295.4634045,45.8127697,841.536,15.759,-15.759
Kepler-1112 b,296.9687937,47.7514799,1671.28,66.145,-66.145
Kepler-1113 b,289.4066969,39.338813,1073.88,26.96,-26.96
Kepler-1114 b,299.2370531,45.8347781,418.417,2.8555,-2.8555
